Category,Keyword,Tweet_Website,Author_Name,Author_Web_Page_URL,UTC_Time,Tweet_Content,Tweet_Image_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
Post&amp;Comment,Pro Palestine,https://twitter.com/Gundamunda33/status/1719101348006789591,Gundamunda,https://twitter.com/Gundamunda33,2023-10-30T21:17:55.000Z,"People are getting rounded up and arrested for pro Palestine posts on Facebook for ""hurting IDF morale""",,False,1,,25,233
Post&amp;Comment,Pro Palestine,https://twitter.com/rosecolorgirls/status/1719087572809330717,mads ;Marisa misses Big Time Rush,https://twitter.com/rosecolorgirls,2023-10-30T20:23:11.000Z,remember. you can be pro palestine and be against antisemitism .. it's not hard. let people be upset. they are allowed to have feelings.,,False,,1,5,557
Post&amp;Comment,Pro Palestine,https://twitter.com/PetreRaleigh/status/1719129880678326460,Peter Raleigh,https://twitter.com/PetreRaleigh,2023-10-30T23:11:18.000Z,A lot of people disgracing themselves in this particular moment but the people in positions of power and influence attempting to destroy random pro-Palestine college students are especially contemptible,,False,2,14,106,3.7K
Post&amp;Comment,Pro Palestine,https://twitter.com/suckapunk/status/1719100506675581051,jordan☭Philip Melanchthon Wegmann,https://twitter.com/suckapunk,2023-10-30T21:14:34.000Z,"One thing that’s caused me a lot of cognitive dissonance is the way it doesn’t matter how many pro Palestine demonstrations are lead by Jewish orgs, the pro israel (genocide) side absolutely refuses to modify their talking points",,False,1,3,22,634
Post&amp;Comment,Pro Palestine,https://twitter.com/RebelNewsOnline/status/1719107050079150454,Rebel News,https://twitter.com/RebelNewsOnline,2023-10-30T21:40:34.000Z,BREAKING: Masked 'pro-Palestine' protestors have overrun the federal offices of at least 17 MPs across Canada as opposition to the Israel ground incursion of Gaza heats up.READ MORE: https://rebelne.ws/46T4ONQ,https://pbs.twimg.com/media/F9t-oAdWYAACJv5?format=jpg&name=small,False,77,71,143,31K
Post&amp;Comment,Pro Palestine,https://twitter.com/beeronwyn/status/1719127661170004232,bronwyn ,https://twitter.com/beeronwyn,2023-10-30T23:02:28.000Z,"my twitter feed/tiktok feed before work: free palestine, save palestine, pro palestinemy feeds after work: pro israelwhy? i haven’t been on my phone my ENTIRE shift so why has the algorithm changed?! i do NOT support israel. FREE PALESTINE",,False,,2,2,125
Post&amp;Comment,Pro Palestine,https://twitter.com/SocialistMMA/status/1719136519766880380,Revolutionary Blackout NetworkRevolutionary Blackout Network,https://twitter.com/SocialistMMA,2023-10-30T23:37:40.000Z,"Jimmy Dore & Peter Daou Fight Over Cornel West | Ritchie Torres vs Pro-Palestine DSA  | Abby Martin Calls Out Bernie Sanders | Worldwide ""Free Palestine"" Protests | Jamaal Bowman Pleads Guilty Over Fire Alarm | Abby Martin's Receipts on Genocidal Israel",,False,2,25,47,2.9K
Post&amp;Comment,Pro Palestine,https://twitter.com/sevenflings/status/1719088896212976014,faye ִ ࣪𖤐,https://twitter.com/sevenflings,2023-10-30T20:28:26.000Z,"if you are israeli, you can still be pro palestine .if u are jewish, you can still be pro palestine.it's really that simple",https://pbs.twimg.com/media/F9tuPFbWAAATaIs?format=jpg&name=small,False,,,11,189
Post&amp;Comment,Pro Palestine,https://twitter.com/Linez_OG/status/1719131791062184291,Caroline,https://twitter.com/Linez_OG,2023-10-30T23:18:53.000Z,All these pro Palestine protesters make Jan 6th look like nothing so why aren’t they being charged?,,False,3,,35,2.6K
Post&amp;Comment,Pro Palestine,https://twitter.com/GBNEWS/status/1719137585346326548,GB NewsReload,https://twitter.com/GBNEWS,2023-10-30T23:41:55.000Z,"'Pro-Palestine marches are 'hate marches', says Suella Braverman' | Telegraph @TheSimonEvans @LewisSchaffer @joshxhowie",,False,32,18,106,12K
